dist,team,displayName,jerseyNumber,position,play_index
532.47125,away,Yours Truly,6,P,3
532.47125,away,Yours Truly,60,C,3
532.47125,away,Yours Truly,65,C,3
369.50125,away,Yours Truly,39,RB,3
146.98125,away,Yours Truly,89,TE,3
142.52125,away,Yours Truly,27,RB,3
424.808571429,away,Yours Truly,26,RB,3
424.808571429,away,Yours Truly,13,WR,3
424.808571429,away,Yours Truly,7,P,3
349.868571429,away,Yours Truly,49,RB,3
260.088571429,away,Yours Truly,81,TE,3
420.338571429,away,Yours Truly,14,QB,3
424.808571429,away,Yours Truly,68,OG,3
6.058571429,away,Yours Truly,88,TE,3
149.258571429,away,Yours Truly,86,TE,3
65.221428571,away,Yours Truly,28,RB,3
177.3375,home,Yours Truly,86,TE,69
354.3475,home,Yours Truly,19,P,69
354.3475,home,Yours Truly,29,RB,69
243.2475,home,Yours Truly,16,RB,69
354.3475,home,Yours Truly,69,G,69
34.5175,home,Yours Truly,13,WR,69
354.3475,home,Yours Truly,87,WR,69
45.4275,home,Yours Truly,89,TE,69
354.74125,away,Yours Truly,19,WR,69
571.92125,away,Yours Truly,34,RB,69
231.73125,away,Yours Truly,83,WR,69
571.92125,away,Yours Truly,81,WR,69
472.04125,away,Yours Truly,46,TE,69
571.92125,away,Yours Truly,6,P,69
571.92125,away,Yours Truly,60,C,69
571.92125,away,Yours Truly,65,C,69
408.95125,away,Yours Truly,39,RB,69
186.43125,away,Yours Truly,89,TE,69
181.97125,away,Yours Truly,27,RB,69
214.113,away,Yours Truly,45,FB,69
465.853,away,Yours Truly,26,RB,69
98.713,away,Yours Truly,18,WR,69
465.853,away,Yours Truly,13,WR,69
465.853,away,Yours Truly,7,P,69
390.913,away,Yours Truly,49,RB,69
461.383,away,Yours Truly,14,QB,69
465.853,away,Yours Truly,68,OG,69
56.317,away,Yours Truly,10,WR,69
237.767,away,Yours Truly,15,WR,69
202.5275,home,Yours Truly,86,TE,8
379.5375,home,Yours Truly,19,P,8
379.5375,home,Yours Truly,29,RB,8
268.4375,home,Yours Truly,16,RB,8
379.5375,home,Yours Truly,69,G,8
59.7075,home,Yours Truly,13,WR,8
379.5375,home,Yours Truly,87,WR,8
70.6175,home,Yours Truly,89,TE,8
226.201,away,Yours Truly,45,FB,8
477.941,away,Yours Truly,26,RB,8
110.801,away,Yours Truly,18,WR,8
477.941,away,Yours Truly,13,WR,8
477.941,away,Yours Truly,7,P,8
403.001,away,Yours Truly,49,RB,8
473.471,away,Yours Truly,14,QB,8
477.941,away,Yours Truly,68,OG,8
44.229,away,Yours Truly,10,WR,8
225.679,away,Yours Truly,15,WR,8
227.24125,home,Yours Truly,86,TE,114
404.25125,home,Yours Truly,19,P,114
404.25125,home,Yours Truly,29,RB,114
293.15125,home,Yours Truly,16,RB,114
404.25125,home,Yours Truly,69,G,114
84.42125,home,Yours Truly,13,WR,114
404.25125,home,Yours Truly,87,WR,114
95.33125,home,Yours Truly,89,TE,114
248.427777778,away,Yours Truly,45,FB,114
500.167777778,away,Yours Truly,26,RB,114
500.167777778,away,Yours Truly,13,WR,114
500.167777778,away,Yours Truly,7,P,114
425.227777778,away,Yours Truly,49,RB,114
305.117777778,away,Yours Truly,81,TE,114
495.697777778,away,Yours Truly,14,QB,114
500.167777778,away,Yours Truly,68,OG,114
22.002222222,away,Yours Truly,10,WR,114
203.452222222,away,Yours Truly,15,WR,114
437.341,home,Yours Truly,14,WR,114
11.959,home,Yours Truly,11,WR,114
437.341,home,Yours Truly,65,OG,114
437.341,home,Yours Truly,46,TE,114
432.361,home,Yours Truly,30,RB,114
437.341,home,Yours Truly,5,P,114
437.341,home,Yours Truly,38,RB,114
156.551,home,Yours Truly,22,RB,114
109.999,home,Yours Truly,82,WR,114
14.279,home,Yours Truly,81,WR,114
219.853333333,home,Yours Truly,86,TE,42
515.173333333,home,Yours Truly,19,P,42
515.173333333,home,Yours Truly,29,RB,42
404.073333333,home,Yours Truly,16,RB,42
515.173333333,home,Yours Truly,69,G,42
195.343333333,home,Yours Truly,13,WR,42
515.173333333,home,Yours Truly,87,WR,42
292.606666667,home,Yours Truly,88,WR,42
559.135,home,Yours Truly,14,WR,42
286.755,home,Yours Truly,49,FB,42
42.055,home,Yours Truly,11,WR,42
576.185,home,Yours Truly,65,OG,42
538.215,home,Yours Truly,30,RB,42
576.185,home,Yours Truly,5,P,42
576.185,home,Yours Truly,38,RB,42
196.425,home,Yours Truly,22,RB,42
166.365,home,Yours Truly,82,WR,42
71.625,home,Yours Truly,81,WR,42
261.618888889,home,Yours Truly,86,TE,21
556.938888889,home,Yours Truly,19,P,21
556.938888889,home,Yours Truly,29,RB,21
249.778888889,home,Yours Truly,11,WR,21
556.938888889,home,Yours Truly,69,G,21
237.108888889,home,Yours Truly,13,WR,21
556.938888889,home,Yours Truly,87,WR,21
49.091111111,home,Yours Truly,24,RB,21
365.98,away,Yours Truly,45,FB,21
631.88,away,Yours Truly,26,RB,21
247.5,away,Yours Truly,18,WR,21
671.69,away,Yours Truly,13,WR,21
671.69,away,Yours Truly,7,P,21
406.86,away,Yours Truly,81,TE,21
667.22,away,Yours Truly,14,QB,21
671.69,away,Yours Truly,68,OG,21
37.05,away,Yours Truly,10,WR,21
146.97,away,Yours Truly,15,WR,21
639.395555556,home,Yours Truly,14,WR,21
367.015555556,home,Yours Truly,49,FB,21
122.315555556,home,Yours Truly,11,WR,21
656.445555556,home,Yours Truly,65,OG,21
618.725555556,home,Yours Truly,46,TE,21
618.475555556,home,Yours Truly,30,RB,21
375.455555556,home,Yours Truly,10,WR,21
656.445555556,home,Yours Truly,5,P,21
656.445555556,home,Yours Truly,38,RB,21
276.685555556,home,Yours Truly,22,RB,21
288.383333333,home,Yours Truly,86,TE,60
583.703333333,home,Yours Truly,19,P,60
583.703333333,home,Yours Truly,29,RB,60
276.543333333,home,Yours Truly,11,WR,60
583.703333333,home,Yours Truly,69,G,60
263.873333333,home,Yours Truly,13,WR,60
583.703333333,home,Yours Truly,87,WR,60
22.326666667,home,Yours Truly,24,RB,60
376.272222222,away,Yours Truly,45,FB,60
642.172222222,away,Yours Truly,26,RB,60
257.792222222,away,Yours Truly,18,WR,60
681.982222222,away,Yours Truly,13,WR,60
681.982222222,away,Yours Truly,7,P,60
492.172222222,away,Yours Truly,49,RB,60
677.512222222,away,Yours Truly,14,QB,60
681.982222222,away,Yours Truly,68,OG,60
293.152222222,away,Yours Truly,86,TE,60
47.342222222,away,Yours Truly,10,WR,60
667.2275,home,Yours Truly,14,WR,60
394.8475,home,Yours Truly,49,FB,60
684.2775,home,Yours Truly,65,OG,60
646.5575,home,Yours Truly,46,TE,60
646.3075,home,Yours Truly,30,RB,60
403.2875,home,Yours Truly,10,WR,60
684.2775,home,Yours Truly,5,P,60
684.2775,home,Yours Truly,38,RB,60
304.5175,home,Yours Truly,22,RB,60
26.8275,home,Yours Truly,84,TE,60
312.092222222,home,Yours Truly,86,TE,125
622.352222222,home,Yours Truly,19,P,125
622.352222222,home,Yours Truly,29,RB,125
315.192222222,home,Yours Truly,11,WR,125
622.352222222,home,Yours Truly,69,G,125
302.522222222,home,Yours Truly,13,WR,125
622.352222222,home,Yours Truly,87,WR,125
16.322222222,home,Yours Truly,24,RB,125
436.391111111,away,Yours Truly,19,WR,125
713.691111111,away,Yours Truly,34,RB,125
713.691111111,away,Yours Truly,81,WR,125
713.691111111,away,Yours Truly,6,P,125
713.691111111,away,Yours Truly,60,C,125
494.021111111,away,Yours Truly,36,RB,125
706.601111111,away,Yours Truly,65,C,125
550.721111111,away,Yours Truly,39,RB,125
149.191111111,away,Yours Truly,15,WR,125
156.368888889,away,Yours Truly,18,WR,125
236.431111111,away,Yours Truly,89,TE,125
324.072222222,home,Yours Truly,86,TE,5
634.332222222,home,Yours Truly,19,P,5
634.332222222,home,Yours Truly,29,RB,5
327.172222222,home,Yours Truly,11,WR,5
634.332222222,home,Yours Truly,69,G,5
314.502222222,home,Yours Truly,13,WR,5
634.332222222,home,Yours Truly,87,WR,5
28.302222222,home,Yours Truly,24,RB,5
377.354,away,Yours Truly,45,FB,5
652.644,away,Yours Truly,26,RB,5
268.264,away,Yours Truly,18,WR,5
692.454,away,Yours Truly,13,WR,5
692.454,away,Yours Truly,7,P,5
502.644,away,Yours Truly,49,RB,5
687.984,away,Yours Truly,14,QB,5
692.454,away,Yours Truly,68,OG,5
49.434,away,Yours Truly,10,WR,5
161.216,away,Yours Truly,15,WR,5
580.485555556,home,Yours Truly,14,WR,5
295.325555556,home,Yours Truly,49,FB,5
35.965555556,home,Yours Truly,11,WR,5
597.535555556,home,Yours Truly,65,OG,5
559.565555556,home,Yours Truly,30,RB,5
306.715555556,home,Yours Truly,10,WR,5
597.535555556,home,Yours Truly,5,P,5
597.535555556,home,Yours Truly,38,RB,5
37.955555556,home,Yours Truly,32,RB,5
309.194444444,home,Yours Truly,89,TE,5
350.57125,home,Yours Truly,86,TE,95
660.83125,home,Yours Truly,19,P,95
660.83125,home,Yours Truly,29,RB,95
353.67125,home,Yours Truly,11,WR,95
660.83125,home,Yours Truly,69,G,95
660.83125,home,Yours Truly,87,WR,95
118.65125,home,Yours Truly,89,TE,95
54.80125,home,Yours Truly,24,RB,95
422.362,away,Yours Truly,45,FB,95
697.652,away,Yours Truly,26,RB,95
313.272,away,Yours Truly,18,WR,95
737.462,away,Yours Truly,13,WR,95
737.462,away,Yours Truly,7,P,95
732.992,away,Yours Truly,14,QB,95
737.462,away,Yours Truly,68,OG,95
12.708,away,Yours Truly,28,RB,95
94.442,away,Yours Truly,10,WR,95
116.208,away,Yours Truly,15,WR,95
688.16125,home,Yours Truly,14,WR,95
403.00125,home,Yours Truly,49,FB,95
705.21125,home,Yours Truly,65,OG,95
657.18125,home,Yours Truly,46,TE,95
414.39125,home,Yours Truly,10,WR,95
705.21125,home,Yours Truly,5,P,95
705.21125,home,Yours Truly,38,RB,95
297.10125,home,Yours Truly,22,RB,95
145.63125,home,Yours Truly,32,RB,95
201.51875,home,Yours Truly,89,TE,95
76.849,home,Yours Truly,19,P,1
76.849,home,Yours Truly,29,RB,1
76.849,home,Yours Truly,16,RB,1
76.849,home,Yours Truly,11,WR,1
76.849,home,Yours Truly,69,G,1
76.849,home,Yours Truly,13,WR,1
76.849,home,Yours Truly,87,WR,1
34.481,home,Yours Truly,88,WR,1
12.02625,away,Yours Truly,45,FB,1
12.02625,away,Yours Truly,26,RB,1
12.02625,away,Yours Truly,18,WR,1
12.02625,away,Yours Truly,13,WR,1
12.02625,away,Yours Truly,7,P,1
12.02625,away,Yours Truly,49,RB,1
12.02625,away,Yours Truly,81,TE,1
12.02625,away,Yours Truly,14,QB,1
12.02625,away,Yours Truly,68,OG,1
12.02625,away,Yours Truly,88,TE,1
166.61,home,Yours Truly,19,P,18
166.61,home,Yours Truly,29,RB,18
148.84,home,Yours Truly,16,RB,18
138.1,home,Yours Truly,11,WR,18
166.61,home,Yours Truly,69,G,18
36.76,home,Yours Truly,13,WR,18
166.61,home,Yours Truly,87,WR,18
37.02,home,Yours Truly,80,TE,18
102.28,away,Yours Truly,26,RB,18
94.96,away,Yours Truly,18,WR,18
102.28,away,Yours Truly,13,WR,18
102.28,away,Yours Truly,7,P,18
102.28,away,Yours Truly,49,RB,18
102.28,away,Yours Truly,81,TE,18
97.81,away,Yours Truly,14,QB,18
102.28,away,Yours Truly,68,OG,18
52.59,away,Yours Truly,88,TE,18
0.75,away,Yours Truly,10,WR,18
72.41125,home,Yours Truly,14,WR,18
47.46125,home,Yours Truly,49,FB,18
72.41125,home,Yours Truly,65,OG,18
72.41125,home,Yours Truly,46,TE,18
67.43125,home,Yours Truly,30,RB,18
57.97125,home,Yours Truly,10,WR,18
72.41125,home,Yours Truly,5,P,18
72.41125,home,Yours Truly,38,RB,18
10.70875,home,Yours Truly,22,RB,18
1.63125,home,Yours Truly,84,TE,18
176.936,home,Yours Truly,19,P,118
176.936,home,Yours Truly,29,RB,118
159.166,home,Yours Truly,16,RB,118
148.426,home,Yours Truly,11,WR,118
176.936,home,Yours Truly,69,G,118
47.086,home,Yours Truly,13,WR,118
176.936,home,Yours Truly,87,WR,118
47.174,home,Yours Truly,88,WR,118
110.532222222,away,Yours Truly,26,RB,118
103.212222222,away,Yours Truly,18,WR,118
110.532222222,away,Yours Truly,13,WR,118
110.532222222,away,Yours Truly,7,P,118
110.532222222,away,Yours Truly,49,RB,118
110.532222222,away,Yours Truly,81,TE,118
106.062222222,away,Yours Truly,14,QB,118
110.532222222,away,Yours Truly,68,OG,118
44.337777778,away,Yours Truly,88,TE,118
81.437777778,away,Yours Truly,15,WR,118
112.898,home,Yours Truly,14,WR,118
47.938,home,Yours Truly,11,WR,118
112.898,home,Yours Truly,65,OG,118
112.898,home,Yours Truly,46,TE,118
107.918,home,Yours Truly,30,RB,118
112.898,home,Yours Truly,5,P,118
112.898,home,Yours Truly,38,RB,118
29.778,home,Yours Truly,22,RB,118
8.562,home,Yours Truly,82,WR,118
6.862,home,Yours Truly,81,WR,118
204.697777778,home,Yours Truly,19,P,134
204.697777778,home,Yours Truly,29,RB,134
186.927777778,home,Yours Truly,16,RB,134
176.187777778,home,Yours Truly,11,WR,134
204.697777778,home,Yours Truly,69,G,134
64.317777778,home,Yours Truly,13,WR,134
204.697777778,home,Yours Truly,87,WR,134
43.462222222,home,Yours Truly,80,TE,134
144.34125,away,Yours Truly,45,FB,134
226.40125,away,Yours Truly,26,RB,134
167.71125,away,Yours Truly,18,WR,134
226.40125,away,Yours Truly,13,WR,134
226.40125,away,Yours Truly,7,P,134
199.25125,away,Yours Truly,49,RB,134
211.50125,away,Yours Truly,81,TE,134
221.93125,away,Yours Truly,14,QB,134
226.40125,away,Yours Truly,68,OG,134
6.24875,away,Yours Truly,88,TE,134
211.943,home,Yours Truly,14,WR,134
97.063,home,Yours Truly,11,WR,134
211.943,home,Yours Truly,65,OG,134
211.943,home,Yours Truly,46,TE,134
206.963,home,Yours Truly,30,RB,134
211.943,home,Yours Truly,5,P,134
211.943,home,Yours Truly,38,RB,134
72.443,home,Yours Truly,32,RB,134
11.053,home,Yours Truly,82,WR,134
28.313,home,Yours Truly,81,WR,134
242.296666667,home,Yours Truly,19,P,37
242.296666667,home,Yours Truly,29,RB,37
213.786666667,home,Yours Truly,11,WR,37
242.296666667,home,Yours Truly,69,G,37
101.916666667,home,Yours Truly,13,WR,37
242.296666667,home,Yours Truly,87,WR,37
36.033333333,home,Yours Truly,80,TE,37
39.003333333,home,Yours Truly,24,RB,37
149.7725,away,Yours Truly,19,WR,37
322.2225,away,Yours Truly,34,RB,37
322.2225,away,Yours Truly,81,WR,37
237.6225,away,Yours Truly,46,TE,37
322.2225,away,Yours Truly,6,P,37
322.2225,away,Yours Truly,60,C,37
286.7425,away,Yours Truly,36,RB,37
322.2225,away,Yours Truly,65,C,37
103.5725,away,Yours Truly,15,WR,37
23.1075,away,Yours Truly,27,RB,37
52.2275,away,Yours Truly,88,TE,37
164.786666667,away,Yours Truly,45,FB,37
246.846666667,away,Yours Truly,26,RB,37
246.846666667,away,Yours Truly,13,WR,37
246.846666667,away,Yours Truly,7,P,37
219.696666667,away,Yours Truly,49,RB,37
231.946666667,away,Yours Truly,81,TE,37
242.376666667,away,Yours Truly,14,QB,37
246.846666667,away,Yours Truly,68,OG,37
34.523333333,away,Yours Truly,10,WR,37
135.993333333,away,Yours Truly,15,WR,37
664.964,home,Yours Truly,19,P,113
664.964,home,Yours Truly,29,RB,113
357.804,home,Yours Truly,11,WR,113
664.964,home,Yours Truly,69,G,113
345.134,home,Yours Truly,13,WR,113
664.964,home,Yours Truly,87,WR,113
204.006,home,Yours Truly,88,WR,113
58.934,home,Yours Truly,24,RB,113
612.14375,away,Yours Truly,26,RB,113
227.76375,away,Yours Truly,18,WR,113
651.95375,away,Yours Truly,13,WR,113
651.95375,away,Yours Truly,7,P,113
462.14375,away,Yours Truly,49,RB,113
359.36375,away,Yours Truly,81,TE,113
647.48375,away,Yours Truly,14,QB,113
651.95375,away,Yours Truly,68,OG,113
42.64375,away,Yours Truly,88,TE,113
54.03625,away,Yours Truly,28,RB,113
676.882222222,home,Yours Truly,14,WR,113
404.502222222,home,Yours Truly,49,FB,113
132.362222222,home,Yours Truly,11,WR,113
693.932222222,home,Yours Truly,65,OG,113
656.212222222,home,Yours Truly,46,TE,113
655.962222222,home,Yours Truly,30,RB,113
412.942222222,home,Yours Truly,10,WR,113
693.932222222,home,Yours Truly,5,P,113
693.932222222,home,Yours Truly,38,RB,113
314.172222222,home,Yours Truly,22,RB,113
735.064,home,Yours Truly,19,P,94
735.064,home,Yours Truly,29,RB,94
427.904,home,Yours Truly,11,WR,94
735.064,home,Yours Truly,69,G,94
383.024,home,Yours Truly,13,WR,94
735.064,home,Yours Truly,87,WR,94
184.606,home,Yours Truly,88,WR,94
129.034,home,Yours Truly,24,RB,94
435.147,away,Yours Truly,45,FB,94
710.437,away,Yours Truly,26,RB,94
326.057,away,Yours Truly,18,WR,94
750.247,away,Yours Truly,13,WR,94
750.247,away,Yours Truly,7,P,94
745.777,away,Yours Truly,14,QB,94
750.247,away,Yours Truly,68,OG,94
0.077,away,Yours Truly,28,RB,94
107.227,away,Yours Truly,10,WR,94
103.423,away,Yours Truly,15,WR,94
693.475,home,Yours Truly,14,WR,94
408.315,home,Yours Truly,49,FB,94
710.525,home,Yours Truly,65,OG,94
662.495,home,Yours Truly,46,TE,94
655.695,home,Yours Truly,30,RB,94
419.705,home,Yours Truly,10,WR,94
710.525,home,Yours Truly,5,P,94
710.525,home,Yours Truly,38,RB,94
302.415,home,Yours Truly,22,RB,94
196.205,home,Yours Truly,89,TE,94
839.664,home,Yours Truly,19,P,50
839.664,home,Yours Truly,29,RB,50
505.064,home,Yours Truly,11,WR,50
839.664,home,Yours Truly,69,G,50
466.544,home,Yours Truly,13,WR,50
839.664,home,Yours Truly,87,WR,50
185.046,home,Yours Truly,88,WR,50
233.634,home,Yours Truly,24,RB,50
446.30125,away,Yours Truly,45,FB,50
789.60125,away,Yours Truly,26,RB,50
829.41125,away,Yours Truly,13,WR,50
829.41125,away,Yours Truly,7,P,50
607.26125,away,Yours Truly,49,RB,50
418.69125,away,Yours Truly,81,TE,50
824.94125,away,Yours Truly,14,QB,50
829.41125,away,Yours Truly,68,OG,50
365.79125,away,Yours Truly,86,TE,50
68.73125,away,Yours Truly,10,WR,50
874.765555556,home,Yours Truly,14,WR,50
542.975555556,home,Yours Truly,49,FB,50
246.665555556,home,Yours Truly,11,WR,50
891.815555556,home,Yours Truly,65,OG,50
831.275555556,home,Yours Truly,46,TE,50
559.325555556,home,Yours Truly,10,WR,50
891.815555556,home,Yours Truly,5,P,50
891.815555556,home,Yours Truly,38,RB,50
453.035555556,home,Yours Truly,22,RB,50
153.505555556,home,Yours Truly,32,RB,50
848.805,home,Yours Truly,19,P,84
848.805,home,Yours Truly,29,RB,84
514.205,home,Yours Truly,11,WR,84
848.805,home,Yours Truly,69,G,84
475.685,home,Yours Truly,13,WR,84
848.805,home,Yours Truly,87,WR,84
175.905,home,Yours Truly,88,WR,84
242.775,home,Yours Truly,24,RB,84
781.65875,away,Yours Truly,26,RB,84
821.46875,away,Yours Truly,13,WR,84
821.46875,away,Yours Truly,7,P,84
599.31875,away,Yours Truly,49,RB,84
816.99875,away,Yours Truly,14,QB,84
821.46875,away,Yours Truly,68,OG,84
98.30875,away,Yours Truly,88,TE,84
357.84875,away,Yours Truly,86,TE,84
32.68875,away,Yours Truly,28,RB,84
60.78875,away,Yours Truly,10,WR,84
878.66,home,Yours Truly,14,WR,84
546.87,home,Yours Truly,49,FB,84
250.56,home,Yours Truly,11,WR,84
895.71,home,Yours Truly,65,OG,84
835.17,home,Yours Truly,46,TE,84
794.92,home,Yours Truly,30,RB,84
563.22,home,Yours Truly,10,WR,84
895.71,home,Yours Truly,5,P,84
895.71,home,Yours Truly,38,RB,84
456.93,home,Yours Truly,22,RB,84
860.225555556,home,Yours Truly,19,P,17
860.225555556,home,Yours Truly,29,RB,17
525.625555556,home,Yours Truly,11,WR,17
860.225555556,home,Yours Truly,69,G,17
487.105555556,home,Yours Truly,13,WR,17
860.225555556,home,Yours Truly,87,WR,17
7.424444444,home,Yours Truly,80,TE,17
254.195555556,home,Yours Truly,24,RB,17
463.36125,away,Yours Truly,45,FB,17
821.10125,away,Yours Truly,26,RB,17
348.06125,away,Yours Truly,18,WR,17
860.91125,away,Yours Truly,13,WR,17
860.91125,away,Yours Truly,7,P,17
638.76125,away,Yours Truly,49,RB,17
856.44125,away,Yours Truly,14,QB,17
860.91125,away,Yours Truly,68,OG,17
137.75125,away,Yours Truly,88,TE,17
397.29125,away,Yours Truly,86,TE,17
903.785555556,home,Yours Truly,14,WR,17
571.995555556,home,Yours Truly,49,FB,17
275.685555556,home,Yours Truly,11,WR,17
920.835555556,home,Yours Truly,65,OG,17
860.295555556,home,Yours Truly,46,TE,17
588.345555556,home,Yours Truly,10,WR,17
920.835555556,home,Yours Truly,5,P,17
920.835555556,home,Yours Truly,38,RB,17
482.055555556,home,Yours Truly,22,RB,17
141.925555556,home,Yours Truly,32,RB,17
872.367,home,Yours Truly,19,P,36
872.367,home,Yours Truly,29,RB,36
537.767,home,Yours Truly,11,WR,36
872.367,home,Yours Truly,69,G,36
499.247,home,Yours Truly,13,WR,36
872.367,home,Yours Truly,87,WR,36
174.703,home,Yours Truly,88,WR,36
266.337,home,Yours Truly,24,RB,36
476.27625,away,Yours Truly,45,FB,36
834.01625,away,Yours Truly,26,RB,36
360.97625,away,Yours Truly,18,WR,36
873.82625,away,Yours Truly,13,WR,36
873.82625,away,Yours Truly,7,P,36
651.67625,away,Yours Truly,49,RB,36
869.35625,away,Yours Truly,14,QB,36
873.82625,away,Yours Truly,68,OG,36
150.66625,away,Yours Truly,88,TE,36
410.20625,away,Yours Truly,86,TE,36
896.986,home,Yours Truly,19,P,81
896.986,home,Yours Truly,29,RB,81
562.386,home,Yours Truly,11,WR,81
896.986,home,Yours Truly,69,G,81
523.866,home,Yours Truly,13,WR,81
896.986,home,Yours Truly,87,WR,81
150.084,home,Yours Truly,88,WR,81
290.956,home,Yours Truly,24,RB,81
532.88,away,Yours Truly,19,WR,81
852.52,away,Yours Truly,34,RB,81
301.69,away,Yours Truly,83,WR,81
852.52,away,Yours Truly,81,WR,81
664.03,away,Yours Truly,46,TE,81
852.52,away,Yours Truly,6,P,81
852.52,away,Yours Truly,60,C,81
845.43,away,Yours Truly,65,C,81
689.55,away,Yours Truly,39,RB,81
199.7,away,Yours Truly,27,RB,81
23.56,away,Yours Truly,88,TE,81
180.43,away,Yours Truly,19,WR,41
397.61,away,Yours Truly,34,RB,41
397.61,away,Yours Truly,81,WR,41
397.61,away,Yours Truly,6,P,41
397.61,away,Yours Truly,60,C,41
362.13,away,Yours Truly,36,RB,41
397.61,away,Yours Truly,65,C,41
165.71,away,Yours Truly,15,WR,41
59.78,away,Yours Truly,18,WR,41
66.48,away,Yours Truly,89,TE,41
52.28,away,Yours Truly,27,RB,41
203.73625,away,Yours Truly,45,FB,41
305.78625,away,Yours Truly,26,RB,41
139.95625,away,Yours Truly,18,WR,41
305.78625,away,Yours Truly,13,WR,41
305.78625,away,Yours Truly,7,P,41
278.63625,away,Yours Truly,49,RB,41
221.79625,away,Yours Truly,81,TE,41
301.31625,away,Yours Truly,14,QB,41
305.78625,away,Yours Truly,68,OG,41
20.49375,away,Yours Truly,88,TE,41
238.951111111,away,Yours Truly,19,WR,66
456.131111111,away,Yours Truly,34,RB,66
456.131111111,away,Yours Truly,81,WR,66
356.251111111,away,Yours Truly,46,TE,66
456.131111111,away,Yours Truly,6,P,66
456.131111111,away,Yours Truly,60,C,66
412.411111111,away,Yours Truly,36,RB,66
456.131111111,away,Yours Truly,65,C,66
293.161111111,away,Yours Truly,39,RB,66
48.968888889,away,Yours Truly,18,WR,66
148.358888889,away,Yours Truly,11,WR,66
221.64,away,Yours Truly,45,FB,66
394.16,away,Yours Truly,26,RB,66
394.16,away,Yours Truly,13,WR,66
394.16,away,Yours Truly,7,P,66
256.18,away,Yours Truly,81,TE,66
389.69,away,Yours Truly,14,QB,66
394.16,away,Yours Truly,68,OG,66
6.6,away,Yours Truly,10,WR,66
162.45,away,Yours Truly,15,WR,66
366.56,away,Yours Truly,89,WR,66
96.3971428571,away,Yours Truly,34,RB,142
96.3971428571,away,Yours Truly,81,WR,142
75.3371428571,away,Yours Truly,46,TE,142
96.3971428571,away,Yours Truly,6,P,142
96.3971428571,away,Yours Truly,60,C,142
77.3171428571,away,Yours Truly,36,RB,142
96.3971428571,away,Yours Truly,65,C,142
96.3971428571,away,Yours Truly,39,RB,142
3.3828571429,away,Yours Truly,15,WR,142
49.5628571429,away,Yours Truly,27,RB,142
50.7128571429,away,Yours Truly,88,TE,142
26.92625,away,Yours Truly,1,P,142
26.92625,away,Yours Truly,60,G,142
26.92625,away,Yours Truly,6,QB,142
26.92625,away,Yours Truly,79,G,142
26.92625,away,Yours Truly,36,RB,142
26.92625,away,Yours Truly,17,WR,142
26.92625,away,Yours Truly,84,TE,142
26.92625,away,Yours Truly,37,RB,142
26.92625,away,Yours Truly,15,WR,142
26.92625,away,Yours Truly,11,WR,142
10.59375,away,Yours Truly,80,TE,142
260.02375,away,Yours Truly,34,RB,55
65.03375,away,Yours Truly,83,WR,55
260.02375,away,Yours Truly,81,WR,55
175.42375,away,Yours Truly,46,TE,55
260.02375,away,Yours Truly,6,P,55
260.02375,away,Yours Truly,60,C,55
234.07375,away,Yours Truly,36,RB,55
260.02375,away,Yours Truly,65,C,55
260.02375,away,Yours Truly,39,RB,55
78.15375,away,Yours Truly,15,WR,55
25.42625,away,Yours Truly,88,TE,55
210.058888889,away,Yours Truly,1,P,55
210.058888889,away,Yours Truly,60,G,55
210.058888889,away,Yours Truly,6,QB,55
210.058888889,away,Yours Truly,79,G,55
210.058888889,away,Yours Truly,36,RB,55
187.898888889,away,Yours Truly,17,WR,55
65.461111111,away,Yours Truly,10,WR,55
152.398888889,away,Yours Truly,37,RB,55
109.228888889,away,Yours Truly,15,WR,55
210.058888889,away,Yours Truly,11,WR,55
10.381111111,away,Yours Truly,80,TE,55
314.00625,away,Yours Truly,34,RB,93
95.12625,away,Yours Truly,83,WR,93
314.00625,away,Yours Truly,81,WR,93
229.40625,away,Yours Truly,46,TE,93
314.00625,away,Yours Truly,6,P,93
314.00625,away,Yours Truly,60,C,93
278.52625,away,Yours Truly,36,RB,93
314.00625,away,Yours Truly,65,C,93
95.35625,away,Yours Truly,15,WR,93
45.41625,away,Yours Truly,89,TE,93
31.32375,away,Yours Truly,27,RB,93
834.805714286,away,Yours Truly,34,RB,77
834.805714286,away,Yours Truly,81,WR,77
646.315714286,away,Yours Truly,46,TE,77
834.805714286,away,Yours Truly,6,P,77
834.805714286,away,Yours Truly,60,C,77
602.435714286,away,Yours Truly,36,RB,77
827.715714286,away,Yours Truly,65,C,77
671.835714286,away,Yours Truly,39,RB,77
255.425714286,away,Yours Truly,15,WR,77
330.525714286,away,Yours Truly,89,TE,77
181.985714286,away,Yours Truly,27,RB,77
768.2525,away,Yours Truly,1,P,77
768.2525,away,Yours Truly,60,G,77
746.5325,away,Yours Truly,6,QB,77
768.2525,away,Yours Truly,79,G,77
729.2325,away,Yours Truly,36,RB,77
660.2225,away,Yours Truly,17,WR,77
622.3625,away,Yours Truly,84,TE,77
451.4125,away,Yours Truly,37,RB,77
432.8025,away,Yours Truly,15,WR,77
768.2525,away,Yours Truly,11,WR,77
239.7325,away,Yours Truly,83,TE,77
65.92625,away,Yours Truly,45,FB,116
147.98625,away,Yours Truly,26,RB,116
108.36625,away,Yours Truly,18,WR,116
147.98625,away,Yours Truly,13,WR,116
